Outlet_Identifier,Item_Identifier,Item_Outlet_Sales
OUT027,FDB16,2252.8098
OUT027,FDT39,4130.548
OUT027,FDK21,8179.4365
OUT027,NCC55,673.9617
OUT027,FDQ04,626.4929
OUT027,NCH43,4531.7705
OUT027,FDD17,7335.4956
OUT027,FDA48,4246.0415
OUT027,FDY58,7179.774
OUT027,FDU47,4074.2456
OUT027,FDK55,2893.3975
OUT027,FDR34,5658.97
OUT027,FDH12,2583.2375
OUT027,DRG15,1730.3496
OUT027,FDX27,2350.0425
OUT027,FDJ16,1724.4082
OUT027,DRF15,3675.3875
OUT027,FDC22,5685.8613
OUT027,FDW59,2616.8318
OUT027,DRM49,1107.8225
OUT027,FDF22,4762.9136
OUT027,FDC60,2527.011
OUT027,FDF38,868.3059
OUT027,FDR33,3610.023
OUT027,FDB03,6439.5776
OUT027,FDM13,3136.725
OUT027,FDC34,3744.3555
OUT027,NCN26,2398.4045
OUT027,NCF54,4375.0815
OUT027,NCX53,3385.1426
OUT027,FDX40,780.76526
OUT027,NCN17,2494.3848
OUT027,FDW23,1125.9355
OUT027,FDR13,3020.0967
OUT027,FDO13,3984.5903
OUT027,FDQ60,2918.677
OUT027,FDL21,855.8269
OUT027,DRC12,5740.579
OUT027,FDI53,3090.39
OUT027,FDC56,3563.0427
OUT027,DRG25,6610.7793
OUT027,FDL16,1064.601
OUT027,FDW43,6493.9404
OUT027,DRC13,3358.7937
OUT027,NCO43,2707.1675
OUT027,FDL28,5379.996
OUT027,FDS22,1101.0963
OUT027,NCA18,2942.2065
OUT027,FDW46,1856.7977
OUT027,FDM28,4447.8765
OUT027,FDC09,2687.747
OUT027,NCN55,5256.898
OUT027,FDO56,3231.6917
OUT027,FDV46,3506.8506
OUT027,FDS20,5183.252
OUT027,FDF02,2821.3916
OUT027,FDV59,4519.9473
OUT027,FDI05,2154.8103
OUT027,FDS45,2376.8723
OUT027,FDJ60,4495.3486
OUT027,NCQ38,2361.4434
OUT027,FDV12,2581.8728
OUT027,FDG20,3853.0671
OUT027,FDV16,533.3584
OUT027,NCO18,4848.0566
OUT027,FDM52,3456.1313
OUT027,FDZ32,2434.1392
OUT027,FDE34,5212.4336
OUT027,FDE20,4980.7114
OUT027,FDA19,3636.0261
OUT027,DRK11,3997.9753
OUT027,FDI34,7522.0513
OUT027,FDW10,5538.5757
OUT027,NCU18,3431.7798
OUT027,FDX11,4509.935
OUT027,NCA41,4960.0166
OUT027,FDB47,5663.926
OUT027,FDY19,3738.5342
OUT027,FDO08,4363.823
OUT027,FDD22,3354.5588
OUT027,FDL02,2821.3916
OUT027,FDT34,2731.1396
OUT027,NCO30,5263.0522
OUT027,FDR49,1421.3804
OUT027,NCV53,5979.6704
OUT027,FDK46,6145.915
OUT027,DRE01,6726.286
OUT027,FDP19,3930.3643
OUT027,FDO12,3309.7063
OUT027,FDG04,4599.834
OUT027,FDL13,6042.6455
OUT027,FDV40,2211.9001
OUT027,NCU54,5437.8906
OUT027,FDT45,1631.8955
OUT027,FDU60,4465.9785
OUT027,FDX36,5116.46
OUT027,FDS27,5215.4717
OUT027,FDB50,2271.3352
OUT027,NCC30,3870.985
OUT027,FDY28,4724.188
OUT027,FDB45,2410.304
OUT027,FDH22,2831.2612
OUT027,FDH14,3615.4382
OUT027,FDR36,1045.8928
OUT027,FDK02,2956.9336
OUT027,NCV18,2532.4546
OUT027,FDH44,4243.924
OUT027,NCL19,3350.1094
OUT027,FDD47,3959.3855
OUT027,FDH24,4173.8936
OUT027,DRJ25,1134.7788
OUT027,FDO57,3296.595
OUT027,NCL17,3075.3767
OUT027,FDJ38,5022.698
OUT027,DRI47,3949.8945
OUT027,NCU41,5119.018
OUT027,FDN46,2827.6567
OUT027,NCA05,4052.967
OUT027,FDV35,3722.7468
OUT027,FDW58,2214.6619
OUT027,FDR02,2496.0305
OUT027,DRO59,2162.906
OUT027,NCP14,2822.0955
OUT027,FDV10,1527.929
OUT027,NCF55,608.2298
OUT027,FDA37,3299.6584
OUT027,FDH04,2401.345
OUT027,FDL25,2772.7905
OUT027,FDU03,5034.697
OUT027,FDM45,3167.3591
OUT027,FDD16,2138.531
OUT027,FDX51,5696.644
OUT027,FDU10,809.64844
OUT027,FDA14,3251.1873
OUT027,DRE37,4866.7964
OUT027,NCG42,3783.424
OUT027,NCK07,4206.3193
OUT027,FDK43,2688.049
OUT027,FDA27,5444.8867
OUT027,FDG08,5211.0586
OUT027,FDB20,2089.4863
OUT027,FDB12,2771.1704
OUT027,FDW50,3596.4148
OUT027,FDZ45,5364.8794
OUT027,NCZ42,10806.159
OUT027,FDL57,5828.364
OUT027,FDP40,2966.3777
OUT027,NCF43,3567.5889
OUT027,FDN49,1218.4991
OUT027,FDX14,2297.0706
OUT027,NCD07,2947.1038
OUT027,FDC47,5858.014
OUT027,NCN41,3315.6055
OUT027,FDN28,2578.2056
OUT027,FDQ14,3513.998
OUT027,FDN13,2516.8613
OUT027,NCN06,4374.9844
OUT027,FDP58,4697.9326
OUT027,FDV33,4702.9375
OUT027,DRM11,4783.698
OUT027,FDT35,4039.0334
OUT027,DRK47,3705.808
OUT027,FDG53,3192.0156
OUT027,FDC20,1682.7188
OUT027,FDU13,3384.962
OUT027,FDS04,2406.9175
OUT027,FDB41,1281.2238
OUT027,FDG16,4920.526
OUT027,FDP01,3438.2625
OUT027,FDH17,2365.2773
OUT027,FDO48,4353.3564
OUT027,DRG39,1651.8073
OUT027,FDW40,4125.0615
OUT027,FDE39,2787.9402
OUT027,FDV09,3746.1187
OUT027,DRH36,1918.4814
OUT027,FDP34,3565.7617
OUT027,FDZ57,3521.3865
OUT027,NCG55,2747.865
OUT027,NCN19,3827.9653
OUT027,FDK56,5724.7305
OUT027,FDZ34,6293.3145
OUT027,DRG51,3898.6208
OUT027,FDI12,2609.9094
OUT027,FDH27,3845.3206
OUT027,NCW30,8776.426
OUT027,FDB51,1691.0721
OUT027,NCP42,4340.7275
OUT027,FDL51,5241.864
OUT027,DRH15,856.285
OUT027,NCI06,5583.4185
OUT027,DRD60,6596.2417
OUT027,FDE59,756.04535
OUT027,FDX16,3609.01
OUT027,FDM16,2024.7021
OUT027,FDW32,2605.9668
OUT027,FDI15,7485.2173
OUT027,FDO33,3199.7385
OUT027,NCA54,5521.107
OUT027,NCS42,2229.283
OUT027,FDE26,3971.7498
OUT027,FDE41,2013.9773
OUT027,FDQ01,5293.4136
OUT027,FDF10,2876.9365
OUT027,FDG45,4785.1255
OUT027,FDN38,5361.0815
OUT027,FDA58,5122.3413
OUT027,FDE23,1287.1632
OUT027,FDB39,1624.4415
OUT027,FDM32,2502.5325
OUT027,FDM40,3455.937
OUT027,FDY13,2667.3293
OUT027,FDY14,6471.2607
OUT027,FDP46,2405.1338
OUT027,DRG11,2941.74
OUT027,FDJ02,4622.7676
OUT027,FDM57,2252.3513
OUT027,DRL60,3771.3438
OUT027,DRF49,3179.6143
OUT027,FDU15,868.7192
OUT027,NCM26,3980.9858
OUT027,FDV50,3041.4617
OUT027,FDI35,5618.226
OUT027,FDG41,2722.768
OUT027,FDE44,1744.8436
OUT027,FDB46,4790.936
OUT027,FDT02,827.61444
OUT027,FDF53,4530.842
OUT027,FDP57,2623.3103
OUT027,NCR38,5030.6055
OUT027,FDH48,2271.4116
OUT027,FDP07,6435.0767
OUT027,FDC40,2037.3457
OUT027,NCX17,5260.0435
OUT027,FDR11,3542.0134
OUT027,DRD01,1688.084
OUT027,NCZ18,5987.597
OUT027,FDU04,3736.4128
OUT027,FDR20,1345.3259
OUT027,FDG26,5811.348
OUT027,FDY32,4370.812
OUT027,FDX43,4305.6543
OUT027,DRK01,2562.7024
OUT027,NCV29,4550.2295
OUT027,DRJ13,4123.9097
OUT027,FDS50,5414.295
OUT027,FDK45,2895.9407
OUT027,NCZ05,2605.5676
OUT027,NCM31,3261.0325
OUT027,FDP37,3355.265
OUT027,NCF06,6679.5522
OUT027,NCV17,3244.42
OUT027,DRB13,5893.3564
OUT027,NCR06,638.3773
OUT027,FDY24,1735.9902
OUT027,NCW54,1770.4966
OUT027,NCY17,1270.9624
OUT027,FDL58,4171.6855
OUT027,NCA30,5532.617
OUT027,NCH29,2434.0513
OUT027,FDM02,2727.697
OUT027,FDJ14,2667.5723
OUT027,FDX38,1359.697
OUT027,NCZ41,3165.3616
OUT027,FDX23,2469.442
OUT027,FDK14,2547.5522
OUT027,DRE27,2504.3894
OUT027,FDS36,2370.1775
OUT027,FDY40,930.4734
OUT027,FDS14,3771.4292
OUT027,FDX55,3930.569
OUT027,FDD04,3695.7263
OUT027,NCD06,1427.3185
OUT027,FDW44,4202.776
OUT027,DRH37,4841.4033
OUT027,DRO47,3161.3262
OUT027,FDQ24,6441.9473
OUT027,NCC06,2692.9946
OUT027,FDE45,4701.639
OUT027,FDK60,2805.6807
OUT027,FDP32,3486.55
OUT027,NCN54,2081.2717
OUT027,FDR57,4034.5977
OUT027,FDC38,3225.2744
OUT027,DRJ51,6308.5195
OUT027,DRD27,2528.6948
OUT027,FDZ03,5107.262
OUT027,FDS56,9435.3
OUT027,DRA12,3818.507
OUT027,DRF48,5231.6465
OUT027,DRC27,5610.4307
OUT027,FDW03,2663.442
OUT027,NCN29,1180.4316
OUT027,NCH07,4025.8013
OUT027,FDD02,3126.2607
OUT027,FDH38,2899.0793
OUT027,FDX52,6137.902
OUT027,FDV24,3577.292
OUT027,FDC05,5875.9976
OUT027,FDE47,3315.1536
OUT027,FDA32,3817.8962
OUT027,FDV47,2051.8228
OUT027,FDV58,5732.964
OUT027,FDN22,6991.2373
OUT027,FDI09,6051.971
OUT027,FDS23,2887.956
OUT027,FDP36,1284.5756
OUT027,FDT13,5299.9395
OUT027,FDI08,7003.248
OUT027,FDZ48,3039.585
OUT027,DRJ35,1847.5803
OUT027,FDD44,7885.569
OUT027,FDN40,3268.0615
OUT027,FDA31,4497.0527
OUT027,FDD03,6013.547
OUT027,FDX22,5942.09
OUT027,FDB10,5265.967
OUT027,DRH49,2389.5215
OUT027,FDO22,2276.5918
OUT027,FDZ13,1198.8622
OUT027,FDL27,1707.5012
OUT027,FDI36,4900.8354
OUT027,FDB60,4053.8687
OUT027,FDF11,4756.6616
OUT027,NCF31,3449.53
OUT027,FDI48,1538.4374
OUT027,FDU16,2285.1306
OUT027,FDV25,5975.576
OUT027,FDZ04,1748.9697
OUT027,NCT41,5503.8843
OUT027,FDE22,3662.562
OUT027,FDM12,3229.6328
OUT027,DRC24,4196.346
OUT027,FDT33,4416.2734
OUT027,FDA38,5951.2837
OUT027,FDT01,5840.071
OUT027,NCJ17,1873.3802
OUT027,FDI38,6187.0796
OUT027,FDE17,3636.6326
OUT027,FDS15,2867.3013
OUT027,FDC23,5257.4624
OUT027,NCW06,5453.2856
OUT027,FDC21,2214.8936
OUT027,NCY30,5436.5894
OUT027,FDA09,4781.798
OUT027,NCQ02,4352.6074
OUT027,FDJ57,4635.8115
OUT027,FDP08,5721.6455
OUT027,FDJ04,2833.2554
OUT027,FDB49,2434.7063
OUT027,FDV52,2857.3079
OUT027,FDV14,2346.405
OUT027,FDM04,1625.2228
OUT027,DRL59,1426.6721
OUT027,FDP26,2434.082
OUT027,FDT04,817.75195
OUT027,FDT25,3467.9844
OUT027,DRJ11,3871.7507
OUT027,FDY01,3085.997
OUT027,FDH53,2432.3245
OUT027,FDT10,1722.9515
OUT027,NCU30,4004.0918
OUT027,NCP41,2107.4314
OUT027,FDT37,5941.182
OUT027,FDQ34,2790.5
OUT027,FDU49,2598.1814
OUT027,FDT38,2184.7698
OUT027,DRN11,3868.0796
OUT027,FDS58,4299.876
OUT027,FDB28,5672.451
OUT027,NCG19,7591.2363
OUT027,DRN37,5067.948
OUT027,NCX18,5387.8926
OUT027,FDN51,7002.3906
OUT027,FDY11,1374.4518
OUT027,FDY09,4769.1216
OUT027,FDZ09,4127.321
OUT027,FDY12,1427.1385
OUT027,FDD45,2918.4546
OUT027,FDV32,1900.6018
OUT027,NCL55,3951.0237
OUT027,FDM60,1055.4215
OUT027,DRF51,940.41785
OUT027,FDG47,3341.2278
OUT027,FDY48,2687.8362
OUT027,FDL32,3484.9607
OUT027,FDX19,6358.965
OUT027,FDA33,3608.0144
OUT027,FDN25,1575.7173
OUT027,FDR08,2596.424
OUT027,FDJ27,3040.2983
OUT027,FDW14,2175.9685
OUT027,FDK50,4069.3782
OUT027,DRL49,3380.698
OUT027,FDE04,4970.2354
OUT027,FDQ47,981.0074
OUT027,NCX41,5558.334
OUT027,FDY22,3223.3013
OUT027,DRP47,4358.325
OUT027,FDQ36,1093.176
OUT027,NCT05,4540.632
OUT027,FDS37,2809.1963
OUT027,FDV22,4469.809
OUT027,FDQ46,3119.9785
OUT027,NCE30,4026.859
OUT027,NCR54,4967.293
OUT027,NCP55,1479.5056
OUT027,FDC51,3499.2842
OUT027,FDX12,6088.552
OUT027,FDF59,2548.5808
OUT027,FDS13,4345.8003
OUT027,FDV39,4824.3403
OUT027,DRD49,5602.733
OUT027,FDO20,8412.94
OUT027,FDH20,2783.8943
OUT027,FDD21,3461.4922
OUT027,NCT54,2868.797
OUT027,FDF32,5488.6562
OUT027,NCJ06,3016.6772
OUT027,FDH47,2919.0032
OUT027,NCM53,2609.0251
OUT027,NCB55,1822.5449
OUT027,FDT44,3430.5708
OUT027,DRF37,6588.123
OUT027,FDZ27,1160.7762
OUT027,FDJ52,3904.823
OUT027,FDV11,4738.1265
OUT027,NCK19,4773.0913
OUT027,FDJ20,3476.6665
OUT027,FDH46,3065.2075
OUT027,DRO35,2903.7908
OUT027,FDY43,4980.7114
OUT027,FDW33,2951.9875
OUT027,FDP44,2793.9119
OUT027,NCN05,4960.2534
OUT027,FDW47,3354.0652
OUT027,FDT51,2580.5266
OUT027,FDU22,3250.3079
OUT027,FDP28,6513.2686
OUT027,FDF04,9204.841
OUT027,FDQ44,3584.3608
OUT027,FDL50,4046.7095
OUT027,FDW57,4617.967
OUT027,NCV42,2404.7803
OUT027,FDI60,1705.6487
OUT027,FDK26,4704.996
OUT027,FDX32,4183.35
OUT027,FDC39,6138.2236
OUT027,DRG37,4969.1436
OUT027,DRE03,1349.304
OUT027,FDN31,5275.1455
OUT046,FDH56,1790.5236
OUT046,FDG52,925.367
OUT046,NCE06,2395.7642
OUT046,DRC27,3798.2222
OUT046,FDU34,2051.9521
OUT046,DRH11,710.4507
OUT046,NCL06,3185.2654
OUT046,FDB53,2922.5298
OUT046,NCH29,1886.9423
OUT046,FDT59,5162.0625
OUT046,FDB23,2994.9111
OUT046,FDZ27,601.8049
OUT046,FDG12,2245.552
OUT046,FDP27,3337.8687
OUT046,FDS28,662.72314
OUT046,FDQ47,691.18866
OUT046,FDS20,2941.3442
OUT046,FDM44,1738.7295
OUT046,FDV24,2791.7944
OUT046,FDZ56,2664.0596
OUT046,FDN27,1109.6324
OUT046,FDE58,1990.0872
OUT046,FDL26,2549.276
OUT046,NCZ42,4233.3384
OUT046,FDN34,3277.3542
OUT046,NCB06,2532.9827
OUT046,FDV34,1149.5557
OUT046,NCK54,2137.4675
OUT046,FDY13,1445.0042
OUT046,NCU42,3526.3384
OUT046,FDY01,1588.9142
OUT046,FDM22,885.5421
OUT046,NCQ38,1490.4076
OUT046,NCG19,3875.601
OUT046,NCQ18,1544.4573
OUT046,FDK56,3280.193
OUT046,DRL01,2476.0295
OUT046,FDX32,2539.2566
OUT046,FDM27,3111.8853
OUT046,FDU08,1699.3646
OUT046,FDM25,2699.4194
OUT046,FDZ50,3302.4104
OUT046,FDK32,2500.6284
OUT046,FDD35,2150.5337
OUT046,NCT06,2523.5305
OUT046,FDE09,1555.9137
OUT046,FDC09,1613.223
OUT046,FDV32,1088.9213
OUT046,FDZ59,3298.9524
OUT046,FDN09,4053.1956
OUT046,FDD14,2786.9446
OUT046,FDR56,2551.6157
OUT046,NCV18,1773.3948
OUT046,FDY45,2647.7505
OUT046,DRA12,2199.5808
OUT046,FDD22,2072.1511
OUT046,FDT04,632.4979
OUT046,FDN22,3409.9277
OUT046,FDR36,853.73047
OUT046,FDZ45,3296.6704
OUT046,FDU27,863.3001
OUT046,FDS37,2006.3878
OUT046,FDG34,2369.8687
OUT046,FDG31,1003.5533
OUT046,NCC54,4126.4185
OUT046,FDD33,3218.3206
OUT046,FDW36,1188.6473
OUT046,FDH35,2230.918
OUT046,FDC51,1788.8254
OUT046,FDQ23,1976.9879
OUT046,FDV25,6002.983
OUT046,FDB28,2799.329
OUT046,FDU52,2488.711
OUT046,FDU44,2861.4197
OUT046,FDA52,2307.7344
OUT046,FDP01,1706.459
OUT046,FDO23,1773.1487
OUT046,FDD23,3391.4602
OUT046,FDK38,2343.7715
OUT046,DRC13,1917.3513
OUT046,FDZ33,1954.975
OUT046,NCP30,760.4242
OUT046,FDU50,1983.8236
OUT046,DRL59,603.29724
OUT046,FDT51,1377.2722
OUT046,FDK25,3345.357
OUT046,NCR17,1848.1284
OUT046,FDC52,1692.5685
OUT046,FDI27,680.3612
OUT046,NCM42,1470.8165
OUT046,FDF10,2063.5537
OUT046,NCX05,1779.0448
OUT046,DRB24,2042.7646
OUT046,FDJ50,797.2145
OUT046,FDJ33,2100.4248
OUT046,FDK52,3666.3289
OUT046,NCZ41,1810.5135
OUT046,FDC40,1259.3237
OUT046,FDS12,2814.5872
OUT046,FDP22,897.1194
OUT046,FDR52,3122.9539
OUT046,DRJ13,2611.4675
OUT046,FDK55,1024.1608
OUT046,FDR07,1018.3469
OUT046,FDL45,1980.7334
OUT046,FDO46,2823.8982
OUT046,FDQ60,2144.422
OUT046,FDL15,2220.3284
OUT046,FDK27,1642.5797
OUT046,FDE52,1279.433
OUT046,FDC39,3447.2134
OUT046,FDZ07,903.05676
OUT046,FDZ51,1484.7976
OUT046,FDV02,3000.3562
OUT046,FDW52,3204.7659
OUT046,FDA15,3072.0754
OUT046,FDL39,1904.1495
OUT046,DRG25,4499.467
OUT046,NCP54,2005.0996
OUT046,FDY08,2094.2546
OUT046,FDP56,655.1724
OUT046,NCT30,433.55225
OUT046,FDZ60,1171.898
OUT046,FDW22,3000.568
OUT046,FDC32,1256.0458
OUT046,FDS55,2990.7688
OUT046,DRF37,3933.5947
OUT046,NCT53,2419.8506
OUT046,FDE04,2871.9587
OUT046,FDT22,884.71063
OUT046,FDB32,1463.0641
OUT046,FDL24,3552.9973
OUT046,FDZ46,1767.1769
OUT046,FDO33,2072.069
OUT046,FDE36,3524.4734
OUT046,FDY38,2915.592
OUT046,FDF50,3337.0342
OUT046,FDB47,3200.23
OUT046,FDF52,2863.6724
OUT046,FDE57,2163.9846
OUT046,NCN18,2279.235
OUT046,FDF24,1790.3446
OUT046,DRL23,1569.9968
OUT046,FDA10,1986.0659
OUT046,NCM06,2523.564
OUT046,FDP36,922.0713
OUT046,DRE60,3822.089
OUT046,NCN53,588.989
OUT046,FDQ19,3810.0037
OUT046,NCU53,2119.5095
OUT046,FDJ20,1846.3243
OUT046,FDM51,1471.9893
OUT046,FDF02,1522.4125
OUT046,DRL37,761.0073
OUT046,NCF43,1979.3811
OUT046,FDN46,1909.8125
OUT046,NCO29,1664.3899
OUT046,FDR45,4720.658
OUT046,FDV21,2013.5431
OUT046,FDD51,765.9221
OUT046,FDF33,2469.256
OUT046,FDA38,3436.5786
OUT046,FDW08,1746.4255
OUT046,FDF09,465.6421
OUT046,FDT44,1602.3351
OUT046,FDN10,1773.1102
OUT046,FDQ10,3360.0295
OUT046,FDQ57,2538.2942
OUT046,FDB33,2926.7341
OUT046,FDH22,1983.5762
OUT046,DRI11,1891.9104
OUT046,FDC47,4443.236
OUT046,NCZ53,2931.9507
OUT046,FDZ08,1263.0983
OUT046,FDF59,1701.5939
OUT046,FDG46,2562.849
OUT046,FDB10,3221.501
OUT046,NCX17,3474.5515
OUT046,FDR40,1014.5437
OUT046,FDW20,2130.0247
OUT046,NCQ17,2315.6223
OUT046,FDT47,1859.0822
OUT046,FDT56,912.9767
OUT046,FDR03,2973.2688
OUT046,FDR24,1578.0647
OUT046,FDJ56,1485.5458
OUT046,FDL03,2104.4753
OUT046,FDT50,1629.7876
OUT046,FDJ52,2646.224
OUT046,FDJ07,1899.6411
OUT046,FDE08,2423.8462
OUT046,FDX44,1120.9595
OUT046,FDW11,1088.1418
OUT046,FDW58,1500.6378
OUT046,DRD27,1879.4974
OUT046,FDQ31,1442.0488
OUT046,DRM23,2798.8833
OUT046,FDR01,3680.679
OUT046,FDM13,1582.3046
OUT046,FDL32,1811.4857
OUT046,FDA07,2390.877
OUT046,NCP41,1552.6831
OUT046,FDO15,1121.7515
OUT046,NCB43,2908.8213
OUT046,FDU21,511.2052
OUT046,FDP39,820.32697
OUT046,DRQ35,1530.0498
OUT046,NCJ06,2131.1152
OUT046,FDT09,2171.5803
OUT046,FDW60,3952.1284
OUT046,NCO53,3656.8054
OUT046,FDQ16,1864.4409
OUT046,FDR23,2454.118
OUT046,FDU26,1331.8005
OUT046,FDO56,1524.6572
OUT046,DRJ23,3118.6914
OUT046,FDH52,814.7512
OUT046,FDG56,1074.6887
OUT046,FDS34,1495.2383
OUT046,NCZ05,1613.4457
OUT046,FDN32,3115.546
OUT046,FDF26,2631.3772
OUT046,FDA46,2958.475
OUT046,FDR48,1750.2395
OUT046,FDK46,4659.169
OUT046,FDH09,928.27625
OUT046,FDN50,1674.832
OUT046,FDR12,2804.3762
OUT046,NCR29,967.9902
OUT046,NCE55,2589.262
OUT046,FDL57,4986.562
OUT046,NCD55,736.8345
OUT046,FDP38,796.0304
OUT046,FDC37,2175.5386
OUT046,NCO02,1130.84
OUT046,NCU06,4008.2112
OUT046,FDC03,2896.143
OUT046,NCM54,2129.0076
OUT046,NCL54,3366.756
OUT046,DRJ49,1693.298
OUT046,NCD43,1319.006
OUT046,FDV60,3163.9316
OUT046,FDS21,802.1078
OUT046,FDG10,771.5553
OUT046,DRJ11,3201.9365
OUT046,FDM21,2965.1582
OUT046,FDA43,2657.597
OUT046,DRK01,1659.2557
OUT046,FDJ03,765.3379
OUT046,FDR09,2448.3442
OUT046,FDL36,1826.2301
OUT046,NCI55,2077.7278
OUT046,FDY34,2028.1876
OUT046,FDR10,2656.3877
OUT046,FDX49,4617.5615
OUT046,FDQ20,588.99414
OUT046,NCW06,3073.9946
OUT046,FDR11,2619.9849
OUT046,FDQ24,5131.729
OUT046,NCQ54,3254.9128
OUT046,NCK17,502.85193
OUT046,FDX52,2914.9001
OUT046,FDS40,684.76416
OUT046,FDV20,2092.6123
OUT046,FDK50,2480.8508
OUT046,FDI50,4901.1235
OUT046,FDS45,2500.0166
OUT046,NCW42,2776.6528
OUT046,FDA20,3641.878
OUT046,FDF29,2268.261
OUT046,FDJ27,1186.4553
OUT046,FDC45,2204.6326
OUT046,NCF18,2910.7185
OUT046,FDU49,1734.1813
OUT046,FDX48,2370.0403
OUT046,FDU48,2349.7483
OUT046,FDY46,2755.0935
OUT046,FDD36,1929.1348
OUT046,FDK02,2160.8298
OUT046,FDL25,1217.8705
OUT046,FDF21,4374.331
OUT046,DRN37,2351.5908
OUT046,DRG13,2562.8179
OUT046,NCB07,2494.8472
OUT046,FDV07,1696.0524
OUT046,FDC57,3198.1814
OUT046,FDB29,1787.5441
OUT046,NCS17,1555.5115
OUT046,DRM49,599.3913
OUT046,FDN08,2054.9956
OUT046,NCF19,731.7986
OUT046,FDU16,1423.047
OUT046,NCP02,1024.5051
OUT046,FDA36,3224.8655
OUT046,FDX01,1597.8685
OUT046,FDW37,1799.0692
OUT046,NCD31,2636.6484
OUT046,DRF48,2551.5972
OUT046,FDU10,390.29282
OUT046,FDG53,1557.9805
OUT046,FDG45,2292.5796
OUT046,NCR53,4828.7783
OUT046,NCK18,2728.0066
OUT046,FDT57,2747.5332
OUT046,NCN55,4757.2764
OUT046,NCI31,585.04364
OUT046,FDU20,2199.8132
OUT046,NCS54,2999.9438
OUT046,FDO03,4900.6567
OUT046,FDR20,690.25256
OUT046,FDU33,719.9372
OUT046,FDU58,3390.815
OUT046,FDT38,1309.7462
OUT046,NCM43,2788.8567
OUT046,FDA34,2983.4883
OUT046,FDS39,2329.8499
OUT046,FDD11,3468.9739
OUT046,FDW46,1240.7554
OUT046,FDJ08,2367.7244
OUT046,FDT46,1077.4934
OUT046,FDB39,839.5597
OUT046,FDN52,1326.1493
OUT046,FDG26,3829.1565
OUT046,DRJ24,3272.8054
OUT046,FDV38,770.53973
OUT046,NCC31,1746.0941
OUT046,NCQ30,2117.4634
OUT046,DRH23,939.3386
OUT046,FDO44,1744.324
OUT046,FDG04,2715.3145
OUT046,FDW10,2594.9746
OUT046,FDO36,2786.4863
OUT046,FDA57,816.2331
OUT046,NCM26,2707.101
OUT046,FDK43,1952.6501
OUT046,FDN25,703.46967
OUT046,FDO08,1979.9324
OUT046,FDN48,1786.5813
OUT046,FDU43,4295.2324
OUT046,FDW50,1913.9001
OUT046,FDU51,2443.1414
OUT046,NCQ42,1788.2106
OUT046,NCM41,1409.192
OUT046,DRF60,3241.6763
OUT046,NCQ02,2811.7888
OUT046,NCX53,2671.2146
OUT046,FDZ02,1299.7103
OUT046,DRM35,2742.951
OUT046,FDQ13,1285.5854
OUT046,FDS09,785.42487
OUT046,FDY39,3658.7612
OUT046,FDS49,1519.4473
OUT046,FDV22,3001.5298
OUT046,NCV42,1354.5966
OUT046,FDX26,3164.4202
OUT046,NCI06,3147.0967
OUT046,DRN59,710.53503
OUT046,FDB60,3327.3132
OUT046,FDC04,2963.4702
OUT046,FDH02,924.56726
OUT046,FDL50,1736.1387
OUT046,FDX07,2779.7397
OUT046,FDD53,599.7432
OUT046,FDR47,3131.9307
OUT046,NCW30,2293.9934
OUT046,NCB42,2076.5056
OUT046,FDL16,797.7231
OUT046,NCP42,2795.813
OUT046,FDV37,2407.709
OUT046,DRK23,4880.461
OUT046,NCW05,2586.2566
OUT046,FDR51,2099.556
OUT046,FDX09,2873.8071
OUT046,FDI26,3096.0784
OUT046,NCK06,2275.537
OUT046,NCA42,2726.8303
OUT046,NCC55,679.14996
OUT046,FDS26,3500.6152
OUT046,FDZ23,2982.995
OUT046,FDR13,1693.6228
OUT046,FDB11,4332.1465
OUT046,FDE56,917.0054
OUT046,FDR16,4778.411
OUT046,FDZ40,882.0206
OUT046,FDB46,3391.0996
OUT046,FDY15,1917.5266
OUT046,FDG14,2783.893
OUT046,FDT35,2412.2188
OUT046,FDU60,3362.6484
OUT046,FDQ01,3602.1152
OUT046,FDY19,2029.0305
OUT046,NCD42,583.0928
OUT046,DRH37,2779.542
OUT046,FDI53,2521.2065
OUT046,DRB25,1532.2826
OUT046,FDY09,2652.2712
OUT046,FDA13,688.87146
OUT046,FDC59,986.4411
OUT046,FDB20,1363.8337
OUT046,NCJ29,1219.12
OUT046,DRO59,1263.9722
OUT046,DRK12,491.38324
OUT046,FDI32,1762.0071
OUT046,FDW15,2354.0205
OUT046,FDI52,1910.7976
OUT046,FDJ10,2065.411
OUT046,FDU47,2473.1057
OUT046,DRJ51,3665.8215
OUT046,FDE14,1899.9999
OUT046,FDT08,2819.7888
OUT046,FDC21,1174.7246
OUT046,FDV23,1583.1407
OUT046,FDC15,2178.955
OUT046,FDU11,1642.8832
OUT046,FDB21,3372.5718
OUT046,FDH20,1450.7283
OUT046,FDS14,2214.8564
OUT046,FDI10,3297.409
OUT046,FDM12,2972.5203
OUT046,FDV36,2375.173
OUT046,NCZ30,2203.7463
OUT046,FDC23,2758.9316
OUT046,FDS59,1954.3018
OUT046,NCP53,4625.56
OUT046,NCT54,1457.998
OUT046,FDV43,712.3474
OUT046,FDY04,1918.9299
OUT046,DRI51,2415.8335
OUT046,FDQ09,1693.4978
OUT046,DRM59,1915.4323
OUT046,DRM37,3086.504
OUT046,FDA09,2475.704
OUT046,FDQ14,2488.2368
